veh.pt_type.ConventionalVehicle.fc.history.i,veh.pt_type.ConventionalVehicle.fc.history.pwr_out_max_watts,veh.pt_type.ConventionalVehicle.fc.history.pwr_prop_max_watts,veh.pt_type.ConventionalVehicle.fc.history.eff,veh.pt_type.ConventionalVehicle.fc.history.pwr_propulsion_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_propulsion_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_aux_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_aux_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_fuel_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_fuel_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_loss_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_loss_joules,veh.pt_type.ConventionalVehicle.fc.history.fc_on,veh.pt_type.ConventionalVehicle.fc.history.time_on_seconds,veh.pt_type.ConventionalVehicle.transmission.history.i,veh.pt_type.ConventionalVehicle.transmission.history.eff,veh.pt_type.ConventionalVehicle.transmission.history.pwr_out_watts,veh.pt_type.ConventionalVehicle.transmission.history.pwr_in_watts,veh.pt_type.ConventionalVehicle.transmission.history.pwr_loss_watts,veh.pt_type.ConventionalVehicle.transmission.history.energy_out_joules,veh.pt_type.ConventionalVehicle.transmission.history.energy_loss_joules,veh.history.i,veh.history.pwr_prop_fwd_max_watts,veh.history.pwr_prop_bwd_max_watts,veh.history.pwr_tractive_watts,veh.history.pwr_tractive_for_cyc_watts,veh.history.energy_tractive_joules,veh.history.pwr_aux_watts,veh.history.energy_aux_joules,veh.history.pwr_drag_watts,veh.history.energy_drag_joules,veh.history.pwr_accel_watts,veh.history.energy_accel_joules,veh.history.pwr_ascent_watts,veh.history.energy_ascent_joules,veh.history.pwr_rr_watts,veh.history.energy_rr_joules,veh.history.pwr_whl_inertia_watts,veh.history.energy_whl_inertia_joules,veh.history.pwr_brake_watts,veh.history.energy_brake_joules,veh.history.cyc_met,veh.history.cyc_met_overall,veh.history.speed_ach_meters_per_second,veh.history.dist_meters,veh.history.grade_curr,veh.history.air_density_kilograms_per_cubic_meter,veh.history.mass_kilograms,cyc.time_seconds,cyc.speed_meters_per_second,cyc.dist_meters,cyc.grade,cyc.elev_meters,cyc.pwr_max_chrg_watts
574,31827.309104252738,31127.309104252738,0.29250000000000004,9259.904122720078,3399024.9180119294,700.0,401800.0,34050.95426570966,13347112.372115036,24791.05014298958,9948087.454103027,true,574.0,574,0.875,8102.416107380069,9259.904122720078,1157.488015340009,0.0,0.0,574,31127.309104252738,0.0,8102.416107380069,8102.416107380069,1711654.3474656946,700.0,401800.0,159.9610497488726,976141.203327718,7038.8240234815685,42062.06699533057,0.0,0.0,771.5121275128663,692661.5710712122,132.11890663676073,789.5060714355747,-8102.416107380069,-2974146.8032604326,true,true,7.152756046,6144.351557836997,0.0,1.2,1644.2724500334996,574.0,7.152756046,6144.351557836997,0.0,121.92,0.0
575,31709.90412272008,31009.90412272008,0.28,7493.127527545452,3406518.045539475,700.0,402500.0,29261.169741233753,13376373.54185627,21768.0422136883,9969855.496316714,true,575.0,575,0.875,6556.48658660227,7493.127527545452,936.6409409431817,0.0,0.0,575,31009.90412272008,0.0,6556.48658660227,6556.48658660227,1718210.8340522968,700.0,402500.0,200.62811175565412,976341.8314394737,5422.063325178861,47484.13032050943,0.0,0.0,832.022882617444,693493.5939538296,101.77226705031065,891.2783384858853,-6556.48658660227,-2980703.289847035,true,true,7.599803299,6151.951361135997,0.0,1.2,1644.2724500334996,575.0,7.599803299,6151.951361135997,0.0,121.92,0.0
576,29943.127527545454,29243.127527545454,0.15600000000000003,1230.4697206356213,3407748.5152601106,700.0,403200.0,12374.805901510392,13388748.34775778,11144.33618087477,9980999.83249759,true,576.0,576,0.875,1076.6610055561687,1230.4697206356213,153.80871507945267,0.0,0.0,576,29243.127527545454,0.0,1076.6610055561687,1076.6610055561687,1719287.495057853,700.0,403200.0,219.42530830711746,976561.2567477808,0.0,47484.13032050943,0.0,0.0,857.2356972490511,694350.8296510787,0.0,891.2783384858853,-1076.6610055561687,-2981779.950852591,true,true,7.599803299,6159.551164434997,0.0,1.2,1644.2724500334996,576.0,7.599803299,6159.551164434997,0.0,121.92,0.0
577,23680.46972063562,22980.46972063562,0.15600000000000003,1230.4697206356213,3408978.984980746,700.0,403900.0,12374.805901510392,13401123.153659292,11144.33618087477,9992144.168678464,true,577.0,577,0.875,1076.6610055561687,1230.4697206356213,153.80871507945267,0.0,0.0,577,22980.46972063562,0.0,1076.6610055561687,1076.6610055561687,1720364.156063409,700.0,403900.0,219.42530830711746,976780.682056088,0.0,47484.13032050943,0.0,0.0,857.2356972490511,695208.0653483277,0.0,891.2783384858853,-1076.6610055561687,-2982856.611858147,true,true,7.599803299,6167.150967733997,0.0,1.2,1644.2724500334996,577.0,7.599803299,6167.150967733997,0.0,121.92,0.0
578,23680.46972063562,22980.46972063562,0.22,4556.057737709919,3413535.042718456,700.0,404600.0,23891.171535045087,13425014.325194336,19335.11379733517,10011479.2824758,true,578.0,578,0.875,3986.550520496179,4556.057737709919,569.5072172137398,0.0,0.0,578,22980.46972063562,0.0,3986.550520496179,3986.550520496179,1724350.7065839053,700.0,404600.0,229.24889519672996,977009.9309512847,2834.2603809905618,50318.39070149999,0.0,0.0,869.842104593054,696077.9074529208,53.19913971583344,944.4774782017188,-3986.550520496179,-2986843.162378643,true,true,7.823326926,6174.974294659997,0.0,1.2,1644.2724500334996,578.0,7.823326926,6174.974294659997,0.0,121.92,0.0
579,27006.057737709918,26306.057737709918,0.184,2639.311483018582,3416174.3542014747,700.0,405300.0,18148.431972927076,13443162.757167263,15509.120489908493,10026988.402965708,true,579.0,579,0.875,2309.3975476412593,2639.311483018582,329.91393537732256,0.0,0.0,579,26306.057737709918,0.0,2309.3975476412593,2309.3975476412593,1726660.1041315466,700.0,405300.0,243.48822099425288,977253.419172279,1156.706834991513,51475.09753649151,0.0,0.0,887.4910748295391,696965.3985277504,21.711416825954146,966.188895027673,-2309.3975476412593,-2989152.5599262845,true,true,7.912736376,6182.887031035997,0.0,1.2,1644.2724500334996,579.0,7.912736376,6182.887031035997,0.0,121.92,0.0
580,25089.31148301858,24389.31148301858,0.16,1303.0809741571811,3417477.4351756317,700.0,406000.0,12519.256088482382,13455682.013255745,11216.1751143252,10038204.578080032,true,580.0,580,0.875,1140.1958523875335,1303.0809741571811,162.88512176964764,0.0,0.0,580,24389.31148301858,0.0,1140.1958523875335,1140.1958523875335,1727800.299983934,700.0,406000.0,247.66221466551207,977501.0813869445,0.0,51475.09753649151,0.0,0.0,892.5336377220215,697857.9321654724,0.0,966.188895027673,-1140.1958523875335,-2990292.755778672,true,true,7.912736376,6190.799767411997,0.0,1.2,1644.2724500334996,580.0,7.912736376,6190.799767411997,0.0,121.92,0.0
581,23753.08097415718,23053.08097415718,0.12,0.0,3417477.4351756317,700.0,406700.0,5833.333333333334,13461515.34658908,5833.333333333334,10044037.911413366,true,581.0,581,0.875,0.0,0.0,0.0,0.0,0.0,581,23053.08097415718,0.0,-47.438955993675194,-47.438955993675194,1727752.8610279404,700.0,406700.0,243.48822099425288,977744.5696079388,-1156.706834991513,50318.39070149999,0.0,0.0,887.4910748295391,698745.423240302,-21.711416825954146,944.4774782017188,-0.0,-2990292.755778672,true,true,7.823326926,6198.623094337997,0.0,1.2,1644.2724500334996,581.0,7.823326926,6198.623094337997,0.0,121.92,0.0
582,22450.0,21750.0,0.12,0.0,3417477.4351756317,700.0,407400.0,5833.333333333334,13467348.679922413,5833.333333333334,10049871.2447467,true,582.0,582,0.875,0.0,0.0,0.0,0.0,0.0,582,21750.0,0.0,-1788.3685209166113,-1788.3685209166113,1725964.4925070237,700.0,407400.0,229.24889519672996,977973.8185031355,-2834.2603809905618,47484.13032050943,0.0,0.0,869.842104593054,699615.2653448951,-53.19913971583344,891.2783384858853,-0.0,-2990292.755778672,true,true,7.599803299,6206.222897636997,0.0,1.2,1644.2724500334996,582.0,7.599803299,6206.222897636997,0.0,121.92,0.0
583,22450.0,21750.0,0.136,576.8694236749203,3418054.3045993065,700.0,408100.0,9388.74576231559,13476737.42568473,8811.87633864067,10058683.12108534,true,583.0,583,0.875,504.7607457155553,576.8694236749203,72.10867795936502,0.0,0.0,583,21750.0,0.0,504.7607457155553,504.7607457155553,1726469.2532527393,700.0,408100.0,217.49489150363712,978191.3133946391,-556.9937742274183,46927.13654628201,0.0,0.0,854.7144158028099,700469.9797606979,-10.454787363473482,880.8235511224119,-504.7607457155553,-2990797.5165243875,true,true,7.555098574,6213.777996210997,0.0,1.2,1644.2724500334996,583.0,7.555098574,6213.777996210997,0.0,121.92,0.0
584,23026.86942367492,22326.86942367492,0.12,0.0,3418054.3045993065,700.0,408800.0,5833.333333333334,13482570.759018064,5833.333333333334,10064516.454418674,true,584.0,584,0.875,0.0,0.0,0.0,0.0,0.0,584,22326.86942367492,0.0,-627.7432897438765,-627.7432897438765,1725841.5099629955,700.0,408800.0,209.8864428817867,978401.1998375208,-1651.264741233881,45275.871805048126,0.0,0.0,844.6292899614467,701314.6090506593,-30.994281353228892,849.829269769183,-0.0,-2990797.5165243875,true,true,7.420984398,6221.198980608997,0.0,1.2,1644.2724500334996,584.0,7.420984398,6221.198980608997,0.0,121.92,0.0
585,22450.0,21750.0,0.196,3781.2911940689523,3421835.5957933753,700.0,409500.0,22863.730581984448,13505434.489600047,19082.439387915496,10083598.89380659,true,585.0,585,0.875,3308.6297948103334,3781.2911940689523,472.661399258619,0.0,0.0,585,21750.0,0.0,3308.6297948103334,3308.6297948103334,1729150.139757806,700.0,409500.0,211.77163922464374,978612.9714767454,2208.2585154612993,47484.13032050942,0.0,0.0,847.1505714076878,702161.759622067,41.44906871670238,891.2783384858855,-3308.6297948103334,-2994106.146319198,true,true,7.599803299,6228.798783907997,0.0,1.2,1644.2724500334996,585.0,7.599803299,6228.798783907997,0.0,121.92,0.0
586,26231.291194068952,25531.291194068952,0.1696,1887.9090666928416,3423723.504860068,700.0,410200.0,15258.89779889647,13520693.387398943,13370.988732203628,10096969.882538794,true,586.0,586,0.875,1651.9204333562363,1887.9090666928416,235.9886333366053,0.0,0.0,586,25531.291194068952,0.0,1651.9204333562363,1651.9204333562363,1730802.0601911622,700.0,410200.0,221.36711396728347,978834.3385907128,560.2798731691493,48044.410193678574,0.0,0.0,859.7569786952923,703021.5166007623,10.516467524511034,901.7948060103965,-1651.9204333562363,-2995758.0667525544,true,true,7.644508024,6236.443291931997,0.0,1.2,1644.2724500334996,586.0,7.644508024,6236.443291931997,0.0,121.92,0.0
587,24337.909066692842,23637.909066692842,0.136,583.2317165359034,3424306.736576604,700.0,410900.0,9435.527327469877,13530128.914726414,8852.295610933974,10105822.178149728,true,587.0,587,0.875,510.32775196891544,583.2317165359034,72.90396456698795,0.0,0.0,587,23637.909066692842,0.0,510.32775196891544,510.32775196891544,1731312.3879431312,700.0,410900.0,221.36711396728347,979055.7057046801,-560.2798731691493,47484.13032050942,0.0,0.0,859.7569786952923,703881.2735794575,-10.516467524511034,891.2783384858855,-510.32775196891544,-2996268.3945045234,true,true,7.599803299,6244.043095230997,0.0,1.2,1644.2724500334996,587.0,7.599803299,6244.043095230997,0.0,121.92,0.0
588,23033.2317165359,22333.2317165359,0.12,0.0,3424306.736576604,700.0,411600.0,5833.333333333334,13535962.248059748,5833.333333333334,10111655.511483062,true,588.0,588,0.875,0.0,0.0,0.0,0.0,0.0,588,22333.2317165359,0.0,-1190.7853735456704,-1190.7853735456704,1730121.6025695854,700.0,411600.0,211.77163922464374,979267.4773439047,-2208.2585154612993,45275.871805048126,0.0,0.0,847.1505714076878,704728.4241508652,-41.44906871670238,849.829269769183,-0.0,-2996268.3945045234,true,true,7.420984398,6251.464079628997,0.0,1.2,1644.2724500334996,588.0,7.420984398,6251.464079628997,0.0,121.92,0.0
589,22450.0,21750.0,0.136,551.9362917178872,3424858.672868322,700.0,412300.0,9205.413909690347,13545167.661969438,8653.47761797246,10120308.989101034,true,589.0,589,0.875,482.94425525315137,551.9362917178872,68.99203646473586,0.0,0.0,589,21750.0,0.0,482.94425525315137,482.94425525315137,1730604.5468248385,700.0,412300.0,202.45753623793578,979469.9348801426,-543.8493783869245,44732.0224266612,0.0,0.0,834.5441641200836,705562.9683149853,-10.208066717943383,839.6212030512396,-482.94425525315137,-2996751.3387597767,true,true,7.376279673,6258.840359301997,0.0,1.2,1644.2724500334996,589.0,7.376279673,6258.840359301997,0.0,121.92,0.0
590,23001.936291717888,22301.936291717888,0.15600000000000003,1180.1725651089089,3426038.845433431,700.0,413000.0,12052.38823787762,13557220.050207315,10872.21567276871,10131181.204773802,true,590.0,590,0.875,1032.6509944702952,1180.1725651089089,147.52157063861364,0.0,0.0,590,22301.936291717888,0.0,1032.6509944702952,1032.6509944702952,1731637.1978193088,700.0,413000.0,200.62811179645269,979670.562991939,0.0,44732.0224266612,0.0,0.0,832.0228826738424,706394.9911976592,0.0,839.6212030512396,-1032.6509944702952,-2997783.989754247,true,true,7.376279673,6266.216638974996,0.0,1.2,1644.2724500334996,590.0,7.376279673,6266.216638974996,0.0,121.92,0.0
591,23630.172565108907,22930.172565108907,0.1696,1818.3533091004426,3427857.1987425317,700.0,413700.0,14848.781303658272,13572068.831510974,13030.42799455783,10144211.63276836,true,591.0,591,0.875,1591.0591454628873,1818.3533091004426,227.29416363755536,0.0,0.0,591,22930.172565108907,0.0,1591.0591454628873,1591.0591454628873,1733228.2569647718,700.0,413700.0,202.45753623793578,979873.0205281769,543.8493783869245,45275.871805048126,0.0,0.0,834.5441641200836,707229.5353617793,10.208066717943383,849.829269769183,-1591.0591454628873,-2999375.0488997097,true,true,7.420984398,6273.637623372996,0.0,1.2,1644.2724500334996,591.0,7.420984398,6273.637623372996,0.0,121.92,0.0
592,24268.353309100443,23568.353309100443,0.196,3781.2911940689523,3431638.4899366004,700.0,414400.0,22863.730581984448,13594932.562092958,19082.439387915496,10163294.072156277,true,592.0,592,0.875,3308.6297948103334,3781.2911940689523,472.661399258619,0.0,0.0,592,23568.353309100443,0.0,3308.6297948103334,3308.6297948103334,1736536.8867595822,700.0,414400.0,211.77163922464374,980084.7921674015,2208.2585154612993,47484.13032050942,0.0,0.0,847.1505714076878,708076.6859331869,41.44906871670238,891.2783384858855,-3308.6297948103334,-3002683.67869452,true,true,7.599803299,6281.237426671996,0.0,1.2,1644.2724500334996,592.0,7.599803299,6281.237426671996,0.0,121.92,0.0
593,26231.291194068952,25531.291194068952,0.23500000000000001,5232.692903649638,3436871.18284025,700.0,415100.0,25245.50171765803,13620178.063810617,20012.808814008393,10183306.880970284,true,593.0,593,0.875,4578.606290693433,5232.692903649638,654.0866129562046,0.0,0.0,593,25531.291194068952,0.0,4578.606290693433,4578.606290693433,1741115.4930502756,700.0,415100.0,231.2481475903985,980316.040314992,3410.970749015447,50895.10106952487,0.0,0.0,872.3633860392952,708949.0493192262,64.02400804829202,955.3023465341774,-4578.606290693433,-3007262.2849852135,true,true,7.868031651,6289.105458322996,0.0,1.2,1644.2724500334996,593.0,7.868031651,6289.105458322996,0.0,121.92,0.0
594,27682.692903649637,26982.692903649637,0.28,7555.767209892151,3444426.950050142,700.0,415800.0,29484.882892471964,13649662.94670309,21929.115682579813,10205235.996652864,true,594.0,594,0.875,6611.296308655632,7555.767209892151,944.4709012365192,0.0,0.0,594,26982.692903649637,0.0,6611.296308655632,6611.296308655632,1747726.7893589311,700.0,415800.0,262.64647223749085,980578.6867872295,5338.267805398675,56233.368874923544,0.0,0.0,910.1826080149052,709859.2319272411,100.19942300456049,1055.501769538738,-6611.296308655632,-3013873.5812938693,true,true,8.270374179,6297.375832501996,0.0,1.2,1644.2724500334996,594.0,8.270374179,6297.375832501996,0.0,121.92,0.0
595,30005.76720989215,29305.76720989215,0.25,6476.636993343686,3450903.5870434856,700.0,416500.0,28706.547973374745,13678369.494676463,22229.910980031058,10227465.907632895,true,595.0,595,0.875,5667.057369175725,6476.636993343686,809.5796241679609,0.0,0.0,595,29305.76720989215,0.0,5667.057369175725,5667.057369175725,1753393.846728107,700.0,416500.0,299.13967455543167,980877.8264617849,4336.007609643123,60569.37648456667,0.0,0.0,950.5231114367564,710809.7550386778,81.38697354041373,1136.8887430791517,-5667.057369175725,-3019540.638663045,true,true,8.583307256,6305.959139757996,0.0,1.2,1644.2724500334996,595.0,8.583307256,6305.959139757996,0.0,121.92,0.0
596,28926.636993343687,28226.636993343687,0.29250000000000004,9062.821547424426,3459966.40859091,700.0,417200.0,33377.16768350231,13711746.662359966,24314.346136077882,10251780.253768973,true,596.0,596,0.875,7929.968853996374,9062.821547424426,1132.8526934280526,0.0,0.0,596,28226.636993343687,0.0,7929.968853996374,7929.968853996374,1761323.8155821033,700.0,417200.0,341.4590530780151,981219.2855148629,6473.614986095856,67042.99147066253,0.0,0.0,993.3848962484503,711803.1399349263,121.5099185740529,1258.3986616532047,-7929.968853996374,-3027470.6075170417,true,true,9.030354508,6314.989494265996,0.0,1.2,1644.2724500334996,596.0,9.030354508,6314.989494265996,0.0,121.92,0.0
597,31512.821547424428,30812.821547424428,0.28625,7938.670397229951,3467905.07898814,700.0,417900.0,30178.761213030397,13741925.423572997,22240.090815800446,10274020.344584774,true,597.0,597,0.875,6946.336597576207,7938.670397229951,992.3337996537439,0.0,0.0,597,30812.821547424428,0.0,6946.336597576207,6946.336597576207,1768270.1521796796,700.0,417900.0,390.42859170390426,981609.7141065667,5415.491136410198,72458.48260707273,0.0,0.0,1038.7679625627839,712841.907897489,101.6489068993212,1360.047568552526,-6946.336597576207,-3034416.944114618,true,true,9.387992311,6324.377486576996,0.0,1.2,1644.2724500334996,597.0,9.387992311,6324.377486576996,0.0,121.92,0.0
598,30388.67039722995,29688.67039722995,0.1816,2494.5656316213544,3470399.6446197615,700.0,418600.0,17591.22043844358,13759516.64401144,15096.654806822226,10289116.999391597,true,598.0,598,0.875,2182.7449276686852,2494.5656316213544,311.8207039526692,0.0,0.0,598,29688.67039722995,0.0,2182.7449276686852,2182.7449276686852,1770452.8971073483,700.0,418600.0,416.5779262169679,982026.2920327837,691.7238317209973,73150.20643879373,0.0,0.0,1061.4594957481497,713903.3673932372,12.983673982570316,1373.0312425350962,-2182.7449276686852,-3036599.6890422865,true,true,9.432697036,6333.810183612995,0.0,1.2,1644.2724500334996,598.0,9.432697036,6333.810183612995,0.0,121.92,0.0
599,24944.565631621354,24244.565631621354,0.1816,2510.97199545946,3472910.616615221,700.0,419300.0,17681.563851649007,13777198.207863089,15170.591856189547,10304287.591247786,true,599.0,599,0.875,2197.1004960270275,2510.97199545946,313.8714994324323,0.0,0.0,599,24244.565631621354,0.0,2197.1004960270275,2197.1004960270275,1772649.9976033752,700.0,419300.0,422.5431525800708,982448.8351853638,695.0099306627167,73845.21636945645,0.0,0.0,1066.5020586406322,714969.8694518778,13.045354143607682,1386.076596678704,-2197.1004960270275,-3038796.7895383136,true,true,9.477401761,6343.287585373995,0.0,1.2,1644.2724500334996,599.0,9.477401761,6343.287585373995,0.0,121.92,0.0
600,24960.97199545946,24260.97199545946,0.22,5008.585362585925,3477919.2019778066,700.0,420000.0,25948.11528448148,13803146.32314757,20939.529921895555,10325227.12116968,true,600.0,600,0.875,4382.512192262685,5008.585362585925,626.0731703232404,0.0,0.0,600,24260.97199545946,0.0,4382.512192262685,4382.512192262685,1777032.5097956378,700.0,420000.0,437.7047636739287,982886.5399490377,2812.900743823274,76658.11711327973,0.0,0.0,1079.1084659846351,716048.9779178624,52.79821878084691,1438.8748154595507,-4382.512192262685,-3043179.3017305764,true,true,9.656220663,6352.943806036995,0.0,1.2,1644.2724500334996,600.0,9.656220663,6352.943806036995,0.0,121.92,0.0
601,27458.585362585924,26758.585362585924,0.22,5121.431674404524,3483040.633652211,700.0,420700.0,26461.053065475106,13829607.376213046,21339.62139107058,10346566.742560752,true,601.0,601,0.875,4481.2527151039585,5121.431674404524,640.1789593005651,0.0,0.0,601,26758.585362585924,0.0,4481.2527151039585,4481.2527151039585,1781513.7625107418,700.0,420700.0,462.71058440838954,983349.2505334461,2865.478311895824,79523.59542517556,0.0,0.0,1099.2787177237599,717148.2566355861,53.7851010759847,1492.6599165355356,-4481.2527151039585,-3047660.55444568,true,true,9.835039564,6362.778845600995,0.0,1.2,1644.2724500334996,601.0,9.835039564,6362.778845600995,0.0,121.92,0.0
602,27571.431674404525,26871.431674404525,0.23500000000000001,5235.346124971423,3488275.9797771825,700.0,421400.0,25256.79202115499,13854864.168234201,20021.445896183566,10366588.188456936,true,602.0,602,0.875,4580.927859349995,5235.346124971423,654.418265621428,0.0,0.0,602,26871.431674404525,0.0,4580.927859349995,4580.927859349995,1786094.690370092,700.0,421400.0,488.6510948829833,983837.9016283291,2918.055813224185,82441.65123839975,0.0,0.0,1119.4489691244937,718267.7056047106,54.77198211833273,1547.4318986538683,-4580.927859349995,-3052241.4823050303,true,true,10.01385846,6372.792704060995,0.0,1.2,1644.2724500334996,602.0,10.01385846,6372.792704060995,0.0,121.92,0.0
603,27685.346124971424,26985.346124971424,0.1864,2730.2606350871365,3491006.2404122697,700.0,422100.0,18402.685810553307,13873266.854044754,15672.425175466171,10382260.613632401,true,603.0,603,0.875,2388.9780557012446,2730.2606350871365,341.28257938589195,0.0,0.0,603,26985.346124971424,0.0,2388.9780557012446,2388.9780557012446,1788483.6684257933,700.0,422100.0,505.34618197425993,984343.2478103033,737.729299526981,83179.38053792673,0.0,0.0,1132.055376412098,719399.7609811227,13.847197787905301,1561.2790964417736,-2388.9780557012446,-3054630.4603607315,true,true,10.05856319,6382.851267250995,0.0,1.2,1644.2724500334996,603.0,10.05856319,6382.851267250995,0.0,121.92,0.0
604,25180.260635087136,24480.260635087136,0.1696,1878.0649644357732,3492884.3053767057,700.0,422800.0,15200.854743135455,13888467.70878789,13322.789778699682,10395583.403411102,true,604.0,604,0.875,1643.3068438813016,1878.0649644357732,234.7581205544716,0.0,0.0,604,24480.260635087136,0.0,1643.3068438813016,1643.3068438813016,1790126.9752696746,700.0,422800.0,508.7301857409698,984851.9779960443,0.0,83179.38053792673,0.0,0.0,1134.5766581403318,720534.337639263,0.0,1561.2790964417736,-1643.3068438813016,-3056273.767204613,true,true,10.05856319,6392.909830440995,0.0,1.2,1644.2724500334996,604.0,10.05856319,6392.909830440995,0.0,121.92,0.0
605,24328.064964435773,23628.064964435773,0.1696,1878.0649644357732,3494762.3703411417,700.0,423500.0,15200.854743135455,13903668.563531026,13322.789778699682,10408906.193189802,true,605.0,605,0.875,1643.3068438813016,1878.0649644357732,234.7581205544716,0.0,0.0,605,23628.064964435773,0.0,1643.3068438813016,1643.3068438813016,1791770.2821135558,700.0,423500.0,508.7301857409698,985360.7081817853,0.0,83179.38053792673,0.0,0.0,1134.5766581403318,721668.9142974033,0.0,1561.2790964417736,-1643.3068438813016,-3057917.0740484945,true,true,10.05856319,6402.968393630996,0.0,1.2,1644.2724500334996,605.0,10.05856319,6402.968393630996,0.0,121.92,0.0
606,24328.064964435773,23628.064964435773,0.196,3620.9815219444317,3498383.351863086,700.0,424200.0,22045.824091553222,13925714.38762258,18424.84256960879,10427331.03575941,true,606.0,606,0.875,3168.3588317013778,3620.9815219444317,452.62269024305397,0.0,0.0,606,23628.064964435773,0.0,3168.3588317013778,3168.3588317013778,1794938.6409452572,700.0,424200.0,515.5434464761125,985876.2516282614,1485.316731224108,84664.69726915084,0.0,0.0,1139.6192210328143,722808.5335184361,27.879432968343128,1589.1585294101167,-3168.3588317013778,-3061085.432880196,true,true,10.14797264,6413.116366270996,0.0,1.2,1644.2724500334996,606.0,10.14797264,6413.116366270996,0.0,121.92,0.0
607,26070.98152194443,25370.98152194443,0.30500000000000005,10850.772978042829,3509234.124841129,700.0,424900.0,37871.38681325517,13963585.774435835,27020.613835212345,10454351.649594622,true,607.0,607,0.875,9494.426355787475,10850.772978042829,1356.3466222553543,0.0,0.0,607,25370.98152194443,0.0,9494.426355787475,9494.426355787475,1804433.0673010447,700.0,424900.0,557.7041902707559,986433.9558185322,7623.749592625046,92288.44686177588,0.0,0.0,1169.8745983877081,723978.4081168239,143.09797450396636,1732.256503914083,-9494.426355787475,-3070579.8592359833,true,true,10.59501989,6423.711386160996,0.0,1.2,1644.2724500334996,607.0,10.59501989,6423.711386160996,0.0,121.92,0.0
608,33300.77297804283,32600.772978042827,0.33999999999999997,15217.367908308652,3524451.4927494377,700.0,425600.0,46815.78796561369,14010401.56240145,31598.420057305033,10485950.069651926,true,608.0,608,0.875,13315.196919770071,15217.367908308652,1902.1709885385808,0.0,0.0,608,32600.772978042827,0.0,13315.196919770071,13315.196919770071,1817748.2642208147,700.0,425600.0,648.7978948956069,987082.7537134278,11225.314236390013,103513.7610981659,0.0,0.0,1230.3853536614813,725208.7934704854,210.69943482296983,1942.9559387370527,-13315.196919770071,-3083895.0561557533,true,true,11.22088605,6434.932272210996,0.0,1.2,1644.2724500334996,608.0,11.22088605,6434.932272210996,0.0,121.92,0.0
609,37667.36790830865,36967.36790830865,0.3175,11121.735112882676,3535573.2278623204,700.0,426300.0,37233.81137915803,14047635.373780608,26112.076266275355,10512062.145918202,true,609.0,609,0.875,9731.518223772342,11121.735112882676,1390.2168891103338,0.0,0.0,609,36967.36790830865,0.0,9731.518223772342,9731.518223772342,1827479.782444587,700.0,426300.0,744.925201254789,987827.6789146826,7556.384661715717,111070.1457598816,0.0,0.0,1288.374827771006,726497.1682982564,141.8335330308298,2084.789471767883,-9731.518223772342,-3093626.5743795256,true,true,11.62322858,6446.555500790996,0.0,1.2,1644.2724500334996,609.0,11.62322858,6446.555500790996,0.0,121.92,0.0
610,33571.73511288268,32871.73511288268,0.28,7457.688530961258,3543030.9163932814,700.0,427000.0,29134.601896290205,14076769.975676898,21676.913365328946,10533739.05928353,true,610.0,610,0.875,6525.477464591101,7457.688530961258,932.2110663701569,0.0,0.0,610,32871.73511288268,0.0,6525.477464591101,6525.477464591101,1834005.2599091781,700.0,427000.0,807.8446934421324,988635.5236081247,4313.004793045029,115383.15055292663,0.0,0.0,1323.6727680183824,727820.8410662747,80.95521008555681,2165.7446818534395,-6525.477464591101,-3100152.0518441168,true,true,11.8467522,6458.402252990996,0.0,1.2,1644.2724500334996,610.0,11.8467522,6458.402252990996,0.0,121.92,0.0
611,29907.68853096126,29207.68853096126,0.28,7635.922717920837,3550666.8391112024,700.0,427700.0,29771.152564002987,14106541.1282409,22135.229846082148,10555874.289129613,true,611.0,611,0.875,6681.4323781807325,7635.922717920837,954.4903397401049,0.0,0.0,611,29207.68853096126,0.0,6681.4323781807325,6681.4323781807325,1840686.692287359,700.0,427700.0,854.892116550642,989490.4157246753,4395.157461381533,119778.30801430816,0.0,0.0,1348.8855824807938,729169.7266487555,82.49721776776443,2248.241899621204,-6681.4323781807325,-3106833.4842222976,true,true,12.07027583,6470.472528820997,0.0,1.2,1644.2724500334996,611.0,12.07027583,6470.472528820997,0.0,121.92,0.0
612,30085.92271792084,29385.92271792084,0.12,0.0,3550666.8391112024,700.0,428400.0,5833.333333333334,14112374.461574234,5833.333333333334,10561707.622462947,true,612.0,612,0.875,0.0,0.0,0.0,0.0,0.0,612,29385.92271792084,0.0,-5824.857886338041,-5824.857886338041,1834861.8344010208,700.0,428400.0,835.8599747073729,990326.2756993826,-7852.133570148046,111926.17444416012,0.0,0.0,1338.8004566958293,730508.5271054513,-147.38474759319732,2100.8571520280066,-0.0,-3106833.4842222976,true,true,11.6679333,6482.140462120997,0.0,1.2,1644.2724500334996,612.0,11.6679333,6482.140462120997,0.0,121.92,0.0
