veh.pt_type.ConventionalVehicle.fc.history.i,veh.pt_type.ConventionalVehicle.fc.history.pwr_out_max_watts,veh.pt_type.ConventionalVehicle.fc.history.pwr_prop_max_watts,veh.pt_type.ConventionalVehicle.fc.history.eff,veh.pt_type.ConventionalVehicle.fc.history.pwr_propulsion_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_propulsion_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_aux_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_aux_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_fuel_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_fuel_joules,veh.pt_type.ConventionalVehicle.fc.history.pwr_loss_watts,veh.pt_type.ConventionalVehicle.fc.history.energy_loss_joules,veh.pt_type.ConventionalVehicle.fc.history.fc_on,veh.pt_type.ConventionalVehicle.fc.history.time_on_seconds,veh.pt_type.ConventionalVehicle.transmission.history.i,veh.pt_type.ConventionalVehicle.transmission.history.eff,veh.pt_type.ConventionalVehicle.transmission.history.pwr_out_watts,veh.pt_type.ConventionalVehicle.transmission.history.pwr_in_watts,veh.pt_type.ConventionalVehicle.transmission.history.pwr_loss_watts,veh.pt_type.ConventionalVehicle.transmission.history.energy_out_joules,veh.pt_type.ConventionalVehicle.transmission.history.energy_loss_joules,veh.history.i,veh.history.pwr_prop_fwd_max_watts,veh.history.pwr_prop_bwd_max_watts,veh.history.pwr_tractive_watts,veh.history.pwr_tractive_for_cyc_watts,veh.history.energy_tractive_joules,veh.history.pwr_aux_watts,veh.history.energy_aux_joules,veh.history.pwr_drag_watts,veh.history.energy_drag_joules,veh.history.pwr_accel_watts,veh.history.energy_accel_joules,veh.history.pwr_ascent_watts,veh.history.energy_ascent_joules,veh.history.pwr_rr_watts,veh.history.energy_rr_joules,veh.history.pwr_whl_inertia_watts,veh.history.energy_whl_inertia_joules,veh.history.pwr_brake_watts,veh.history.energy_brake_joules,veh.history.cyc_met,veh.history.cyc_met_overall,veh.history.speed_ach_meters_per_second,veh.history.dist_meters,veh.history.grade_curr,veh.history.air_density_kilograms_per_cubic_meter,veh.history.mass_kilograms,cyc.time_seconds,cyc.speed_meters_per_second,cyc.dist_meters,cyc.grade,cyc.elev_meters,cyc.pwr_max_chrg_watts
152,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,106400.0,5833.333333333334,2521699.9125768095,5833.333333333334,2012198.8289662334,true,152.0,152,0.875,0.0,0.0,0.0,0.0,0.0,152,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,106400.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,152.0,0.0,1083.3743126350005,0.0,121.92,0.0
153,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,107100.0,5833.333333333334,2527533.245910143,5833.333333333334,2018032.1622995667,true,153.0,153,0.875,0.0,0.0,0.0,0.0,0.0,153,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,107100.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,153.0,0.0,1083.3743126350005,0.0,121.92,0.0
154,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,107800.0,5833.333333333334,2533366.5792434765,5833.333333333334,2023865.4956329,true,154.0,154,0.875,0.0,0.0,0.0,0.0,0.0,154,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,107800.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,154.0,0.0,1083.3743126350005,0.0,121.92,0.0
155,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,108500.0,5833.333333333334,2539199.91257681,5833.333333333334,2029698.8289662332,true,155.0,155,0.875,0.0,0.0,0.0,0.0,0.0,155,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,108500.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,155.0,0.0,1083.3743126350005,0.0,121.92,0.0
156,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,109200.0,5833.333333333334,2545033.2459101435,5833.333333333334,2035532.1622995664,true,156.0,156,0.875,0.0,0.0,0.0,0.0,0.0,156,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,109200.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,156.0,0.0,1083.3743126350005,0.0,121.92,0.0
157,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,109900.0,5833.333333333334,2550866.579243477,5833.333333333334,2041365.4956328997,true,157.0,157,0.875,0.0,0.0,0.0,0.0,0.0,157,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,109900.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,157.0,0.0,1083.3743126350005,0.0,121.92,0.0
158,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,110600.0,5833.333333333334,2556699.9125768105,5833.333333333334,2047198.828966233,true,158.0,158,0.875,0.0,0.0,0.0,0.0,0.0,158,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,110600.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,158.0,0.0,1083.3743126350005,0.0,121.92,0.0
159,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,111300.0,5833.333333333334,2562533.245910144,5833.333333333334,2053032.1622995662,true,159.0,159,0.875,0.0,0.0,0.0,0.0,0.0,159,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,111300.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,159.0,0.0,1083.3743126350005,0.0,121.92,0.0
160,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,112000.0,5833.333333333334,2568366.5792434774,5833.333333333334,2058865.4956328995,true,160.0,160,0.875,0.0,0.0,0.0,0.0,0.0,160,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,112000.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,160.0,0.0,1083.3743126350005,0.0,121.92,0.0
161,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,112700.0,5833.333333333334,2574199.912576811,5833.333333333334,2064698.8289662327,true,161.0,161,0.875,0.0,0.0,0.0,0.0,0.0,161,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,112700.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,161.0,0.0,1083.3743126350005,0.0,121.92,0.0
162,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,113400.0,5833.333333333334,2580033.2459101444,5833.333333333334,2070532.162299566,true,162.0,162,0.875,0.0,0.0,0.0,0.0,0.0,162,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,113400.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,162.0,0.0,1083.3743126350005,0.0,121.92,0.0
163,22450.0,21750.0,0.12,0.0,509501.08361056645,700.0,114100.0,5833.333333333334,2585866.579243478,5833.333333333334,2076365.4956328992,true,163.0,163,0.875,0.0,0.0,0.0,0.0,0.0,163,21750.0,0.0,0.0,0.0,194969.5124612138,700.0,114100.0,0.0,72768.0425369098,0.0,-3.5925040720030665e-11,0.0,0.0,0.0,122201.46992430408,0.0,-2.0250467969162855e-13,-0.0,-445813.4481592458,true,true,0.0,1083.3743126350005,0.0,1.2,1644.2724500334996,163.0,0.0,1083.3743126350005,0.0,121.92,0.0
164,22450.0,21750.0,0.1768,2178.592757233035,511679.67636779946,700.0,114800.0,16281.633242268297,2602148.212485746,14103.040485035262,2090468.5361179344,true,164.0,164,0.875,1906.2686625789056,2178.592757233035,272.32409465412957,0.0,0.0,164,21750.0,0.0,1906.2686625789056,1906.2686625789056,196875.7811237927,700.0,114800.0,0.20062811195964725,72768.24316502175,1789.2808980367404,1789.2808980367045,0.0,0.0,83.20228828994367,122284.67221259403,33.58484814026184,33.58484814026164,-1906.2686625789056,-447719.71682182467,true,true,1.475255935,1084.8495685700004,0.0,1.2,1644.2724500334996,164.0,1.475255935,1084.8495685700004,0.0,121.92,0.0
165,24628.592757233037,23928.592757233037,0.265,6541.281208481337,518220.9575762808,700.0,115500.0,27325.589465967307,2629473.8019517134,20784.30825748597,2111252.8443754204,true,165.0,165,0.875,5723.62105742117,6541.281208481337,817.6601510601668,0.0,0.0,165,23928.592757233037,0.0,5723.62105742117,5723.62105742117,202599.40218121387,700.0,115500.0,5.4169590192385995,72773.66012404098,5367.842689258775,7157.123587295479,0.0,0.0,249.60686481343245,122534.27907740747,100.75454432972379,134.33939246998543,-5723.62105742117,-453443.3378792458,true,true,2.950511869,1087.8000804390003,0.0,1.2,1644.2724500334996,165.0,2.950511869,1087.8000804390003,0.0,121.92,0.0
166,28991.281208481338,28291.281208481338,0.30500000000000005,10920.478495685986,529141.4360719668,700.0,116200.0,38099.929494052405,2667573.7314457656,27179.450998366417,2138432.2953737867,true,166.0,166,0.875,9555.418683725238,10920.478495685986,1365.0598119607475,0.0,0.0,166,28291.281208481338,0.0,9555.418683725238,9555.418683725238,212154.8208649391,700.0,116200.0,25.078513974556593,72798.73863801554,8946.404487757982,16103.528075053462,0.0,0.0,416.0114413369212,122950.29051874438,167.9242406557784,302.2636331257638,-9555.418683725238,-462998.75656297104,true,true,4.425767804,1092.2258482430004,0.0,1.2,1644.2724500334996,166.0,4.425767804,1092.2258482430004,0.0,121.92,0.0
167,33370.47849568599,32670.478495685988,0.33999999999999997,15327.19048124039,544468.6265532072,700.0,116900.0,47138.79553305997,2714712.5269788257,31811.605051819584,2170243.9004256064,true,167.0,167,0.875,13411.29167108534,15327.19048124039,1915.8988101550494,0.0,0.0,167,32670.478495685988,0.0,13411.29167108534,13411.29167108534,225566.11253602445,700.0,116900.0,68.81544234218501,72867.55408035772,12524.966274128567,28628.49434918203,0.0,0.0,582.41601786041,123532.70653660479,235.09393675417851,537.3575698799423,-13411.29167108534,-476410.0482340564,true,true,5.901023738,1098.1268719810005,0.0,1.2,1644.2724500334996,167.0,5.901023738,1098.1268719810005,0.0,121.92,0.0
168,37777.19048124039,37077.19048124039,0.3516666666666666,19772.42308402378,564241.0496372309,700.0,117600.0,58215.42109201075,2772927.9480708363,38442.99800798697,2208686.8984335936,true,168.0,168,0.875,17300.870198520806,19772.42308402378,2471.5528855029734,0.0,0.0,168,37077.19048124039,0.0,17300.870198520806,17300.870198520806,242866.98273454525,700.0,117600.0,146.25789348639523,73013.81197384412,16103.528077479215,44732.02242666125,0.0,0.0,748.8205943838988,124281.52713098869,302.2636331712946,839.6212030512369,-17300.870198520806,-493710.9184325772,true,true,7.376279673,1105.5031516540005,0.0,1.2,1644.2724500334996,168.0,7.376279673,1105.5031516540005,0.0,121.92,0.0
169,42222.42308402378,41522.42308402378,0.35833333333333334,24267.18214383526,588508.2317810662,700.0,118300.0,69675.85714558676,2842603.8052164232,45408.6750017515,2254095.573435345,true,169.0,169,0.875,21233.784375855852,24267.18214383526,3033.397767979408,0.0,0.0,169,41522.42308402378,0.0,21233.784375855852,21233.784375855852,264100.7671104011,700.0,118300.0,267.0360167714588,73280.84799061557,19682.089858998374,64414.11228565962,0.0,0.0,915.2251709073876,125196.75230189608,369.43332917863336,1209.0545322298703,-21233.784375855852,-514944.7028084331,true,true,8.851535607,1114.3546872610004,0.0,1.2,1644.2724500334996,169.0,8.851535607,1114.3546872610004,0.0,121.92,0.0
170,46717.18214383526,46017.18214383526,0.35333333333333333,20966.127535915526,609474.3593169816,700.0,119000.0,61319.22887523262,2903923.0340916556,40353.101339317094,2294448.674774662,true,170.0,170,0.875,18345.361593926085,20966.127535915526,2620.7659419894408,0.0,0.0,170,46017.18214383526,0.0,18345.361593926085,18345.361593926085,282446.1287043272,700.0,119000.0,413.6164828441106,73694.46447345968,16561.938881175596,80976.05116683521,0.0,0.0,1058.9382142455102,126255.69051614159,310.86801566086996,1519.9225478907404,-18345.361593926085,-533290.0644023592,true,true,9.924449014,1124.2791362750004,0.0,1.2,1644.2724500334996,170.0,9.924449014,1124.2791362750004,0.0,121.92,0.0
171,43416.127535915526,42716.127535915526,0.35333333333333333,20661.994816375136,630136.3541333567,700.0,119700.0,60458.47589540133,2964381.509987057,39796.4810790262,2334245.1558536883,true,171.0,171,0.875,18079.245464328244,20661.994816375136,2582.7493520468925,0.0,0.0,171,42716.127535915526,0.0,18079.245464328244,18079.245464328244,300525.3741686555,700.0,119700.0,561.3178138376351,74255.78228729732,16044.378378340822,97020.42954517604,0.0,0.0,1172.3958803415362,127428.08639648312,301.15339180825026,1821.0759396989906,-18079.245464328244,-551369.3098666874,true,true,10.86324825,1135.1423845250004,0.0,1.2,1644.2724500334996,171.0,10.86324825,1135.1423845250004,0.0,121.92,0.0
172,43111.99481637514,42411.99481637514,0.345,16622.267495139266,646758.621628496,700.0,120400.0,50209.471000403675,3014590.980987461,33587.203505264406,2367832.359358953,true,172.0,172,0.875,14544.484058246859,16622.267495139266,2077.783436892407,0.0,0.0,172,42411.99481637514,0.0,14544.484058246859,14544.484058246859,315069.8582269023,700.0,120400.0,702.0420791574303,74957.82436645475,12347.51676147383,109367.94630664987,0.0,0.0,1263.1620127446092,128691.24840922773,231.76320487098926,2052.83914456998,-14544.484058246859,-565913.7939249342,true,true,11.53381912,1146.6762036450004,0.0,1.2,1644.2724500334996,172.0,11.53381912,1146.6762036450004,0.0,121.92,0.0
173,39072.26749513927,38372.26749513927,0.28625,8403.207016487533,655161.8286449835,700.0,121100.0,31801.596564148585,3046392.5775516094,23398.389547661052,2391230.748906614,true,173.0,173,0.875,7352.8061394265915,8403.207016487533,1050.4008770609416,0.0,0.0,173,38372.26749513927,0.0,7352.8061394265915,7352.8061394265915,322422.6643663289,700.0,121100.0,794.0749119206697,75751.89927837542,5146.031167701478,114513.97747435136,0.0,0.0,1316.1089233976663,130007.3573326254,96.59113640677788,2149.430280976758,-7352.8061394265915,-573266.6000643608,true,true,11.80204748,1158.4782511250005,0.0,1.2,1644.2724500334996,173.0,11.80204748,1158.4782511250005,0.0,121.92,0.0
174,30853.207016487533,30153.207016487533,0.12,0.0,655161.8286449835,700.0,121800.0,5833.333333333334,3052225.910884943,5833.333333333334,2397064.0822399473,true,174.0,174,0.875,0.0,0.0,0.0,0.0,0.0,174,30153.207016487533,0.0,-4001.5676892750466,-4001.5676892750466,318421.0966770539,700.0,121800.0,789.5200005789524,76541.41927895437,-5992.20155588983,108521.77591846153,0.0,0.0,1313.5876422334177,131320.9449748588,-112.47377619758674,2036.9565047791712,-0.0,-573266.6000643608,true,true,11.4891144,1169.9673655250006,0.0,1.2,1644.2724500334996,174.0,11.4891144,1169.9673655250006,0.0,121.92,0.0
175,22450.0,21750.0,0.12,0.0,655161.8286449835,700.0,122500.0,5833.333333333334,3058059.2442182763,5833.333333333334,2402897.415573281,true,175.0,175,0.875,0.0,0.0,0.0,0.0,0.0,175,21750.0,0.0,-3089.322340873719,-3089.322340873719,315331.7743361802,700.0,122500.0,731.8820623137153,77273.30134126809,-5008.014820295603,103513.76109816592,0.0,0.0,1280.81098315029,132601.7559580091,-94.00056604212095,1942.9559387370502,-0.0,-573266.6000643608,true,true,11.22088605,1181.1882515750005,0.0,1.2,1644.2724500334996,175.0,11.22088605,1181.1882515750005,0.0,121.92,0.0
176,22450.0,21750.0,0.12,0.0,655161.8286449835,700.0,123200.0,5833.333333333334,3063892.57755161,5833.333333333334,2408730.7489066143,true,176.0,176,0.875,0.0,0.0,0.0,0.0,0.0,176,21750.0,0.0,-1389.283927366886,-1389.283927366886,313942.4904088133,700.0,123200.0,689.5059127814737,77962.80725404956,-3272.9545680289084,100240.80653013702,0.0,0.0,1255.5981686878783,133857.35412669697,-61.43344080732996,1881.5224979297202,-0.0,-573266.6000643608,true,true,11.04206715,1192.2303187250006,0.0,1.2,1644.2724500334996,176.0,11.04206715,1192.2303187250006,0.0,121.92,0.0
177,22450.0,21750.0,0.22,5067.664832770547,660229.4934777541,700.0,123900.0,26216.658330775215,3090109.235882385,21148.993498004667,2429879.7424046188,true,177.0,177,0.875,4434.2067286742285,5067.664832770547,633.4581040963185,0.0,0.0,177,21750.0,0.0,4434.2067286742285,4434.2067286742285,318376.6971374875,700.0,123900.0,685.3605973496816,78648.16785139925,2449.7866857256167,102690.59321586264,0.0,0.0,1253.0768869596443,135110.4310136566,45.98255863928627,1927.5050565690065,-4434.2067286742285,-577700.806793035,true,true,11.17618132,1203.4065000450007,0.0,1.2,1644.2724500334996,177.0,11.17618132,1203.4065000450007,0.0,121.92,0.0
178,27517.664832770548,26817.664832770548,0.20800000000000002,4174.31169591218,664403.8051736662,700.0,124600.0,23434.19084573163,3113543.426728117,19259.87914981945,2449139.621554438,true,178.0,178,0.875,3652.5227339231574,4174.31169591218,521.7889619890225,0.0,0.0,178,26817.664832770548,0.0,3652.5227339231574,3652.5227339231574,322029.2198714107,700.0,124600.0,706.2543199339497,79354.42217133321,1649.621679046332,104340.21489490898,0.0,0.0,1265.6832939088576,136376.11430756547,30.96344103401797,1958.4684976030244,-3652.5227339231574,-581353.3295269582,true,true,11.26559077,1214.6720908150007,0.0,1.2,1644.2724500334996,178.0,11.26559077,1214.6720908150007,0.0,121.92,0.0
179,26624.31169591218,25924.31169591218,0.20800000000000002,4220.590204790537,668624.3953784568,700.0,125300.0,23656.683676877583,3137200.1104049943,19436.093472087046,2468575.715026525,true,179.0,179,0.875,3693.01642919172,4220.590204790537,527.5737755988175,0.0,0.0,179,25924.31169591218,0.0,3693.01642919172,3693.01642919172,325722.23630060244,700.0,125300.0,723.2717730063798,80077.69394433958,1662.7660748133496,106002.98096972232,0.0,0.0,1275.7684196938221,137651.8827272593,31.21016167816855,1989.678659281193,-3693.01642919172,-585046.3459561499,true,true,11.35500022,1226.0270910350007,0.0,1.2,1644.2724500334996,179.0,11.35500022,1226.0270910350007,0.0,121.92,0.0
180,26670.590204790537,25970.590204790537,0.25,6249.518893816727,674873.9142722735,700.0,126000.0,27798.075575266907,3164998.1859802613,21548.55668145018,2490124.271707975,true,180.0,180,0.875,5468.329032089636,6249.518893816727,781.1898617270908,0.0,0.0,180,25970.590204790537,0.0,5468.329032089636,5468.329032089636,331190.56533269206,700.0,126000.0,749.3071015020143,80827.00104584159,3364.965336927565,109367.94630664989,0.0,0.0,1290.896108371269,138942.77883563057,63.16048528878698,2052.83914456998,-5468.329032089636,-590514.6749882395,true,true,11.53381912,1237.5609101550008,0.0,1.2,1644.2724500334996,180.0,11.53381912,1237.5609101550008,0.0,121.92,0.0
181,28699.518893816727,27999.518893816727,0.345,16671.641614416534,691545.55588669,700.0,126700.0,50352.58438961315,3215350.7703698743,33680.942775196614,2523805.2144831712,true,181.0,181,0.875,14587.686412614468,16671.641614416534,2083.955201802066,0.0,0.0,181,27999.518893816727,0.0,14587.686412614468,14587.686412614468,345778.25174530654,700.0,126700.0,831.1464892479959,81658.14753508959,12191.42734584454,121559.37365249443,0.0,0.0,1336.2791749675955,140279.05801059815,228.83340255433612,2281.672547124316,-14587.686412614468,-605102.361400854,true,true,12.15968528,1249.7205954350009,0.0,1.2,1644.2724500334996,181.0,12.15968528,1249.7205954350009,0.0,121.92,0.0
182,39121.641614416534,38421.641614416534,0.12,0.0,691545.55588669,700.0,127400.0,5833.333333333334,3221184.103703208,5833.333333333334,2529638.5478165047,true,182.0,182,0.875,0.0,0.0,0.0,0.0,0.0,182,38421.641614416534,0.0,-4073.7072417738527,-4073.7072417738527,341704.5445035327,700.0,127400.0,864.5155776914997,82522.6631127811,-6176.223099567749,115383.15055292667,0.0,0.0,1353.9281453732763,141632.98615597142,-115.92786527087931,2165.7446818534368,-0.0,-605102.361400854,true,true,11.8467522,1261.567347635001,0.0,1.2,1644.2724500334996,182.0,11.8467522,1261.567347635001,0.0,121.92,0.0
183,22450.0,21750.0,0.12,0.0,691545.55588669,700.0,128100.0,5833.333333333334,3227017.4370365413,5833.333333333334,2535471.881149838,true,183.0,183,0.875,0.0,0.0,0.0,0.0,0.0,183,21750.0,0.0,-19140.616608043943,-19140.616608043943,322563.92789548874,700.0,128100.0,718.9920700098693,83241.65518279097,-20743.499795791122,94639.65075713555,0.0,0.0,1273.2471385295737,142906.233294501,-389.3560207922659,1776.3886610611708,-0.0,-605102.361400854,true,true,10.72913407,1272.296481705001,0.0,1.2,1644.2724500334996,183.0,10.72913407,1272.296481705001,0.0,121.92,0.0
184,22450.0,21750.0,0.12,0.0,691545.55588669,700.0,128800.0,5833.333333333334,3232850.770369875,5833.333333333334,2541305.2144831717,true,184.0,184,0.875,0.0,0.0,0.0,0.0,0.0,184,21750.0,0.0,-8416.15335612891,-8416.15335612891,314147.77453935985,700.0,128800.0,568.5918204984025,83810.24700328938,-9974.953487984681,84664.69726915087,0.0,0.0,1177.4384430084242,144083.67173750943,-187.23013165105692,1589.1585294101137,-0.0,-605102.361400854,true,true,10.14797264,1282.444454345001,0.0,1.2,1644.2724500334996,184.0,10.14797264,1282.444454345001,0.0,121.92,0.0
185,22450.0,21750.0,0.12,0.0,691545.55588669,700.0,129500.0,5833.333333333334,3238684.1037032083,5833.333333333334,2547138.547816505,true,185.0,185,0.875,0.0,0.0,0.0,0.0,0.0,185,21750.0,0.0,-21777.310407011882,-21777.310407011882,292370.46413234796,700.0,129500.0,416.577926150566,84226.82492943994,-22826.886584838263,61837.81068431261,0.0,0.0,1061.4594956917515,145145.1312332012,-428.46124401593653,1160.6972853941772,-0.0,-605102.361400854,true,true,8.672716706,1291.1171710510012,0.0,1.2,1644.2724500334996,185.0,8.672716706,1291.1171710510012,0.0,121.92,0.0
186,22450.0,21750.0,0.12,0.0,691545.55588669,700.0,130200.0,5833.333333333334,3244517.4370365418,5833.333333333334,2552971.8811498387,true,186.0,186,0.875,0.0,0.0,0.0,0.0,0.0,186,21750.0,0.0,-9336.742869682244,-9336.742869682244,283033.7212626657,700.0,130200.0,285.08324591519505,84511.90817535514,-10362.713147821047,51475.097536491565,0.0,0.0,935.3954225901139,146080.5266557913,-194.50839036650697,966.1888950276702,-0.0,-605102.361400854,true,true,7.912736376,1299.0299074270013,0.0,1.2,1644.2724500334996,186.0,7.912736376,1299.0299074270013,0.0,121.92,0.0
187,22450.0,21750.0,0.12,0.0,691545.55588669,700.0,130900.0,5833.333333333334,3250350.7703698752,5833.333333333334,2558805.214483172,true,187.0,187,0.875,0.0,0.0,0.0,0.0,0.0,187,21750.0,0.0,-1803.6944908962219,-1803.6944908962219,281230.02677176945,700.0,130900.0,237.31557782264315,84749.2237531778,-2867.121358058867,48607.9761784327,0.0,0.0,879.9272304344172,146960.4538862257,-53.81594109441542,912.3729539332548,-0.0,-605102.361400854,true,true,7.68921275,1306.7191201770013,0.0,1.2,1644.2724500334996,187.0,7.68921275,1306.7191201770013,0.0,121.92,0.0
188,22450.0,21750.0,0.28,7375.461517171685,698921.0174038617,700.0,131600.0,28840.933989898873,3279191.704359774,21465.47247272719,2580270.6869558995,true,188.0,188,0.875,6453.528827525224,7375.461517171685,921.9326896464609,0.0,0.0,188,21750.0,0.0,6453.528827525224,6453.528827525224,287683.55559929466,700.0,131600.0,245.56930567339705,84994.7930588512,5219.968228647543,53827.94440708024,0.0,0.0,890.0123562757803,147850.46624250148,97.97893692850403,1010.3518908617589,-6453.528827525224,-611555.8902283792,true,true,8.091555277,1314.8106754540013,0.0,1.2,1644.2724500334996,188.0,8.091555277,1314.8106754540013,0.0,121.92,0.0
189,29825.461517171687,29125.461517171687,0.22,4883.267378393147,703804.2847822548,700.0,132300.0,25378.488083605214,3304570.192443379,20495.22070521207,2600765.9076611116,true,189.0,189,0.875,4272.858956094004,4883.267378393147,610.4084222991432,0.0,0.0,189,29125.461517171687,0.0,4272.858956094004,4272.858956094004,291956.4145553887,700.0,132300.0,275.96128521508103,85270.75434406627,3014.9958255062224,56842.940232586465,0.0,0.0,925.3102967487507,148775.77653925025,56.59154862394952,1066.9434394857085,-4272.858956094004,-615828.7491844732,true,true,8.315078904,1323.1257543580014,0.0,1.2,1644.2724500334996,189.0,8.315078904,1323.1257543580014,0.0,121.92,0.0
190,27333.267378393146,26633.267378393146,0.3175,11817.134721029512,715621.4195032844,700.0,133000.0,39424.04636544728,3343994.2388088265,27606.911644417763,2628372.8193055294,true,190.0,190,0.875,10339.992880900823,11817.134721029512,1477.1418401286883,0.0,0.0,190,26633.267378393146,0.0,10339.992880900823,10339.992880900823,302296.4074362895,700.0,133000.0,321.0789840964187,85591.83332816268,8879.039454968335,65721.9796875548,0.0,0.0,973.214644565724,149748.99118381596,166.65979727034525,1233.6032367560538,-10339.992880900823,-626168.742065374,true,true,8.940945058,1332.0666994160013,0.0,1.2,1644.2724500334996,190.0,8.940945058,1332.0666994160013,0.0,121.92,0.0
